text,name_intent,label
I would like to know how to transfer money into my account.,transfer_into_account,65
What is the source of funds for my money?,verify_source_of_funds,70
I got cash abroad and need to check the exchange rate,wrong_exchange_rate_for_cash_withdrawal,76
I want to close my account & I will never do business with you again.,terminate_account,55
I would like to edit my personal information .,edit_personal_details,31
Cancel a transaction,cancel_transfer,9
Are there any top-up limits involved?,top_up_limits,60
Do I have a Visa card as an option?,visa_or_mastercard,73
What documentation is needed for the identity check?,verify_my_identity,69
please help my transfer go through,failed_transfer,36
What are the fiat currencies used?,fiat_currency_support,37
Do you give out Visa or Mastercards?,visa_or_mastercard,73
Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times!,failed_transfer,36
How can I find out why my transfer didn't go through?,failed_transfer,36
who can put money in my account?,verify_source_of_funds,70
I have made a recent check and cash deposit that isn't reflected in my balance.,balance_not_updated_after_cheque_or_cash_deposit,7
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund,52
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,transaction_charged_twice,63
I can't see a top-up top-up verification code.,verify_top_up,71
How long will the $1 charge show as pending?,extra_charge_on_statement,35
Who can purchase a disposable virtual card?,get_disposable_virtual_card,38
My PIN was blocked.,pin_blocked,50
It's been a couple days how much longer do I have to wait for my transfer?,transfer_timing,67
Why was I charged this extra fee while doing a transfer?,transfer_fee_charged,64
I've been waiting for a refund to show up and I don't see it on my statement yet.,Refund_not_showing_up,0
"My phone was stolen, help!",lost_or_stolen_phone,43
What currencies can I exchange?,fiat_currency_support,37
Why is my cash deposit not in my account?,balance_not_updated_after_cheque_or_cash_deposit,7
What is the dollar that I have pending on my statement there?,extra_charge_on_statement,35
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits,30
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,cash_withdrawal_charge,20
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate,18
What is the reason why the transfer shows as pending?,pending_transfer,49
I see a direct debit payment on my app that I did not do,direct_debit_payment_not_recognised,29
My payment is in the app but hasn't gone through yet,pending_card_payment,46
How do I prove I am who I am?,verify_my_identity,69
Why did you charge me extra when I withdrew cash?,cash_withdrawal_charge,20
Do you have any card fees if I want to add money using an international card?,top_up_by_card_charge,57
I left my phone at the hotel I was staying at so I can't use the app!,lost_or_stolen_phone,43
"For a week now, I have tried to use my card and it is still not working.",card_not_working,15
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",pending_cash_withdrawal,47
How long will it take to urgently transfer something to China?,transfer_timing,67
Which ATMs am I allowed to get money from?,atm_support,4
Why did withdrawing money cost me extra?,cash_withdrawal_charge,20
Can I activate my card with the app?,activate_my_card,1
Where do you export the cards to?,order_physical_card,44
I was charged two times for the same thing.,transaction_charged_twice,63
I have been charged for one thing two times.,transaction_charged_twice,63
Can you show me how to top up with Google play?,apple_pay_or_google_pay,3
Which ATMs accept Mastercard?,atm_support,4
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged,64
I need to get some Euros for my holiday. Am I able to exchange some of my money?,exchange_via_app,34
I heard you have virtual cards. How do I get one?,getting_virtual_card,41
I am confused about your fee structure and was disappointed to see a fee for my transfer.,transfer_fee_charged,64
Why is identity verification required?,why_verify_identity,74
I am seeing in the App a some cash withdrawal that I did not do,cash_withdrawal_not_recognised,21
Do i have to wait to get the pin or can i set up a pin,get_physical_card,39
I don't know how to verify my identity.,verify_my_identity,69
How old do you need to be to have an account?,age_limit,2
Can I get a few more physical cards?,getting_spare_card,40
I just got my new card. How can I activate it?,activate_my_card,1
"When is my balance going to update, I just transferred some money",balance_not_updated_after_bank_transfer,6
what happened to the money after i put in the wrong info and it got declined,topping_up_by_card,62
Why was I charged a fee to transfer money?,transfer_fee_charged,64
Is my country's currency supported by your system?,fiat_currency_support,37
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,cash_withdrawal_not_recognised,21
Why do you have an identity check?,why_verify_identity,74
I need to cancel a purchase that I made the other day.,request_refund,52
Exchange fee help?,exchange_charge,32
What fees are there for adding money using an international card,top_up_by_card_charge,57
What is the reason that my top-up is still pending?,pending_top_up,48
I got charged twice for the same payment. Please removed the pending payment. Thank you.,transaction_charged_twice,63
Can you explain more about why should I verify my identity?,why_verify_identity,74
i want to get my salary deposited as pesos?,receiving_money,51
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient,66
I need my card ASAP!,card_delivery_estimate,13
What do you require for identification verification?,verify_my_identity,69
Can I add a card back to the app?,card_linking,14
My identity verification didn't work,unable_to_verify_identity,68
Is it possible to exchange currencies?,exchange_via_app,34
Is my card accepted anywhere?,card_acceptance,11
There is a charge for an additional pound.,extra_charge_on_statement,35
is my pin the same as my passcode,get_physical_card,39
My card payment didn't go through.,declined_card_payment,26
Why was I declined when I tried to get my money?,declined_cash_withdrawal,27
Would it be possible to open up an account for children?,age_limit,2
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",cash_withdrawal_not_recognised,21
My card did not work at store.,declined_card_payment,26
What is the price for an additional card?,getting_spare_card,40
I bought an item then noticed the exchange rate was wrong.,card_payment_wrong_exchange_rate,18
I dont see my reciept,transfer_not_received_by_recipient,66
"Is it possible to go ahead and log in, although I have not been confirmed yet?",why_verify_identity,74
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,transaction_charged_twice,63
I need a disposable virtual card. Please tell me how to order one.,get_disposable_virtual_card,38
I'm seeing a direct debit payment that is not me.,direct_debit_payment_not_recognised,29
How many disposable cards can I have at one time?,disposable_card_limits,30
What is the meaning of a pending payment?,pending_card_payment,46
How many disposable virtual cards can you have?,disposable_card_limits,30
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,14
Can you tell me the restrictions for the disposable cards?,disposable_card_limits,30
Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge,56
I swear that there are 2 payments on the app that I didn't make. Could my card me stolen? Please advise what I should do.,card_payment_not_recognised,17
How can I verify my source of funds?,verify_source_of_funds,70
Why is there an identity check?,why_verify_identity,74
"While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully.",beneficiary_not_allowed,8
Is there a limit to the number of disposable cards per day?,disposable_card_limits,30
Can I verify my top-up card?,verify_top_up,71
What are all of the different steps for identity checks?,verify_my_identity,69
"I want to add money to my international card, so are there any fees charged to do this?",top_up_by_card_charge,57
Cash has been deposited this morning but it hasn't came through.,balance_not_updated_after_cheque_or_cash_deposit,7
"A strange card payment, I do not recognize it.",card_payment_not_recognised,17
How does someone else top up my account,topping_up_by_card,62
Is there a reason that my top-up is still pending?,pending_top_up,48
Can I get a disposable card? How many can I have? How often can I use them?,disposable_card_limits,30
What are the reasons a beneficiary would be denied?,beneficiary_not_allowed,8
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient,66
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",direct_debit_payment_not_recognised,29
A wrong amount of cash we sent to me.,wrong_amount_of_cash_received,75
Could you please tell me why my purchases from this morning say payment is pending?,pending_card_payment,46
It's been a week since you sent my card and I still don't have it.,card_arrival,12
My phone was left at a hotel and I can't access the app.,lost_or_stolen_phone,43
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal,47
What are some of the restrictions that the disposable cards have?,disposable_card_limits,30
A transaction is showing more than once.,transaction_charged_twice,63
"Can my daughter also have a card issued in her name, but linked to my account?",getting_spare_card,40
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice,63
Can I have a new card shipped to China?,card_about_to_expire,10
"The expiration date for my card is coming up, how do I get a new card?",card_about_to_expire,10
What happened to the money that I deposited?,top_up_reverted,61
Was there a way for me to get tracking for that?,card_arrival,12
Why do i have an extra fee on my statement?,extra_charge_on_statement,35
I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,card_about_to_expire,10
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge,56
I got cash and the exchange rate should have been different than it ended up being.,wrong_exchange_rate_for_cash_withdrawal,76
A direct debit payment that I didn't authorise shows up in my app.,direct_debit_payment_not_recognised,29
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit,7
Will the PIN come separately?,get_physical_card,39
What does top-up verification do?,verify_top_up,71
Is there a charge for cash withdrawals? I always thought it was free.,cash_withdrawal_charge,20
I deposited a cheque a week ago but have yet to receive the cash.,balance_not_updated_after_cheque_or_cash_deposit,7
I am trying to revert a transcation I did this morning,cancel_transfer,9
I think that my card has been stolen!,lost_or_stolen_card,42
I have to make several disposable cards per day.,disposable_card_limits,30
why do I have a pending payment?,pending_card_payment,46
What I topped up was reverted by the app.,top_up_reverted,61
How can I verify my top-up card?,verify_top_up,71
"If I can, I would like to get both Mastercard and Visa from you.",visa_or_mastercard,73
Which currencies will you exchange?,fiat_currency_support,37
What do I do if I do not recognise a cash withdrawal?,cash_withdrawal_not_recognised,21
An ATM swallowed my credit card!,card_swallowed,19
What is the closest ATM?,atm_support,4
How long should I wait for top up go go through ?,pending_top_up,48
how can i add money to my account if you don't accept cash,top_up_by_cash_or_cheque,58
Why do I still have a pending cash withdrawal?,pending_cash_withdrawal,47
Are you only able to get a card if you're in the UK?,country_support,25
Seems like my top up has been cancelled,top_up_reverted,61
I am so angry right now! I went to the ATM and did not get the correct amount of money I chose to withdraw. How could this happen? I need my money and want to know how I can get it ASAP!,wrong_amount_of_cash_received,75
Are there any hidden limit on the auto top-up?,automatic_top_up,5
No option to top up with a cheque ?,top_up_by_cash_or_cheque,58
I have transactions that I don't recognize - I think someone is using my card.,compromised_card,23
How do I fix my card if it is broken?,card_not_working,15
Where can I find a Mastercard ATM?,atm_support,4
What type of card will I receive?,visa_or_mastercard,73
I don't know my password anymore.,passcode_forgotten,45
I am trying to find out how to exchange currency X with currency Y.,exchange_via_app,34
Please explain the fee on a transfer I made.,transfer_fee_charged,64
Why did I get charged when getting cash?,cash_withdrawal_charge,20
"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",card_payment_wrong_exchange_rate,18
Why was I charged for transferring money?,transfer_fee_charged,64
how come my withdrawal rate is wrong for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal,76
Should I order a new card before I freeze my original one?,compromised_card,23
What exchange rate is it?,exchange_rate,33
What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal,47
How many times can I enter a wrong PIN before it is blocked?,pin_blocked,50
I need to verify my identity. How do I do that?,verify_my_identity,69
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",top_up_failed,59
I ordered a virtual card but it hasn't come through yet,getting_virtual_card,41
I was wondering if I could get a second card on this account? I would like my daughter to have one.,getting_spare_card,40
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer,49
Is there a reason behind why my transfer did not work?,failed_transfer,36
When can I expect my transfer to reach my account?,transfer_timing,67
WHAT IS THE MAIN REASON OF THIS PROBLEM,card_not_working,15
What is the function of the disposable cards?,get_disposable_virtual_card,38
Can someone help me unblock my pin?,pin_blocked,50
My top-up is taking a very long time to complete.,pending_top_up,48
The attempted transfer failed.,failed_transfer,36
"I need to exchange between different currencies, like GBP and USD. Can I do that with your app?",exchange_via_app,34
How can I reset my passcode?,passcode_forgotten,45
Where do I go to cancel a transaction?,cancel_transfer,9
I am still awaiting the money I put into my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,7
How many physical cards am I allowed to have?,getting_spare_card,40
"I tried to top-up, why didn't it work?",top_up_failed,59
Why is my exchange rate wrong?,card_payment_wrong_exchange_rate,18
How can I switch on my new card?,activate_my_card,1
What is the charge for topping up a card?,top_up_by_card_charge,57
"Help! I fear that my card was stolen,",lost_or_stolen_card,42
What do I do if I can't access the app?,lost_or_stolen_phone,43
How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move,pending_card_payment,46
Will I get charged for topping up with an international card?,top_up_by_card_charge,57
What should I do if I think there are unauthorized transactions?,compromised_card,23
What do I do if my card is stolen?,lost_or_stolen_card,42
I'm going to cancel a purchase.,request_refund,52
How soon will my balance be updated to reflect my transfer?,balance_not_updated_after_bank_transfer,6
"Can I get a physical card for free, or is there a charge?",order_physical_card,44
Why are you asking so many questions about me?,why_verify_identity,74
How long does it take for the card to come?,card_delivery_estimate,13
My card needs to be topped up.,topping_up_by_card,62
Does the app top up automatically?,automatic_top_up,5
How can I put more money into my account?,top_up_by_cash_or_cheque,58
"I want to reset my passcode, how can I do that?",passcode_forgotten,45
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,33
How long before transferred money shows up?,balance_not_updated_after_bank_transfer,6
How can I prove the source of my funds?,verify_source_of_funds,70
I want to know how to transfer money with my credit card,topping_up_by_card,62
Why is my card payment still pending?,pending_card_payment,46
The wrong exchange rate was applied to me while pulling out cash.,wrong_exchange_rate_for_cash_withdrawal,76
The app is saying I made a withdrawl but I didn't.,cash_withdrawal_not_recognised,21
I think my card is broke?,card_not_working,15
A shop I go to didn't let me pay.,declined_card_payment,26
The card payment I attempted to make failed.,declined_card_payment,26
Where is the tracking number for the card?,card_arrival,12
I was unable to transfer to another account.,beneficiary_not_allowed,8
There is a cash withdrawal in my account that isn't mine.,cash_withdrawal_not_recognised,21
What steps do I have to go through in order to activate my new card?,activate_my_card,1
I believe my card payment has reverted,reverted_card_payment?,53
How would I top up with a cheque?,top_up_by_cash_or_cheque,58
What is my source of funds?,verify_source_of_funds,70
"I just checked and my payment was cancelled, why?",reverted_card_payment?,53
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival,12
How long do I need to wait til my top up isn't pending?,pending_top_up,48
I lost my phone and need help so someone doesn't access my account.,lost_or_stolen_phone,43
I do not think the pop up went through yet.,pending_top_up,48
Can you help me get Top Up to work in the Apple Pay function?,apple_pay_or_google_pay,3
I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,pending_top_up,48
I wanna revert a transaction i did this morning.,cancel_transfer,9
"This company is bad, delete my account now.",terminate_account,55
My card isn't here yet.,card_arrival,12
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working,24
How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.,balance_not_updated_after_bank_transfer,6
I didn't get all the cash I asked for,wrong_amount_of_cash_received,75
How do I find the PIN?,get_physical_card,39
How do I verify my new card?,activate_my_card,1
How is the PIN delivered?,get_physical_card,39
"My funds are low, can I auto top up?",automatic_top_up,5
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient,66
How long will it take for a bank transfer to show up on my account? It's been a couple hours but I havnt seen anything yet. Also it's from a UK account if that makes any difference.,balance_not_updated_after_bank_transfer,6
Why was I unable to complete my transfer?,failed_transfer,36
Where can I have a new bank card sent to China?,card_about_to_expire,10
My virtual card isn't working.,virtual_card_not_working,72
How do I get my refund back?,request_refund,52
I think someone stole my card because I can't find it.,lost_or_stolen_card,42
Is it possible for me to top up with cash?,top_up_by_cash_or_cheque,58
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted,61
explain the interbank exchange rate,exchange_rate,33
I would like to alter my personal details.,edit_personal_details,31
"I have a strange transaction for £1 on my statement, what is that?",extra_charge_on_statement,35
I can get my identification verified.,unable_to_verify_identity,68
Please delete this account.,terminate_account,55
Where do I find the verification code for the card I'm topping up?,verify_top_up,71
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking,14
Why is allowance not being given to my beneficiary?,beneficiary_not_allowed,8
How do I verify my ID?,verify_my_identity,69
"I deposited a cheque, why isn't my balance showing that I did?",balance_not_updated_after_cheque_or_cash_deposit,7
Am I able to stop a transfer?,cancel_transfer,9
I'd like to know what the foreign exchange rate will be.,exchange_rate,33
Explain to me why a transfer would be declined.,declined_transfer,28
Where's my card PIN?,get_physical_card,39
Hey I thought transfers were free. Why are you charging me?,transfer_fee_charged,64
My card payment has the wrong exchange rate,card_payment_wrong_exchange_rate,18
my pin hasn't arrived in the post! How do I cancel it or get a new one?,get_physical_card,39
A debit came through that I need to dispute.,direct_debit_payment_not_recognised,29
I have a fee for cash withdrawal,cash_withdrawal_charge,20
I contacted a seller about a refund last week but he still hasn't returned my money. I am frustrated and need these funds. Please help me get my money back.,Refund_not_showing_up,0
"Why did my transfer not work, it says it was declined?",declined_transfer,28
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",pending_transfer,49
I got some cash out of the ATM over the holiday and it seems that I've been grossly overcharged. I wouldn't have done that if I knew of these outrageous charges!,wrong_exchange_rate_for_cash_withdrawal,76
Help me verify the card used on a top-up.,verify_top_up,71
Can you please tell me why I was charged an extra fee on my transfer?,transfer_fee_charged,64
I need my payment in another currency,receiving_money,51
"i have used my card online before and wasn't charged, why am i charged now",card_payment_fee_charged,16
I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,pending_card_payment,46
can i get a virtual card,get_disposable_virtual_card,38
want to know where funds come from,verify_source_of_funds,70
The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,card_payment_wrong_exchange_rate,18
Can I top-up automatically?,automatic_top_up,5
My wallet was just stolen and I see my account already has a withdrawal. Can you please help me.,cash_withdrawal_not_recognised,21
Can you send me the actual card?,order_physical_card,44
Tell me where I can find the auto top up feature and a little bit about it please.,automatic_top_up,5
Why would a transfer to an account not be allowed?,beneficiary_not_allowed,8
I looked on the app and it says I withdrew cash. I didn't!,cash_withdrawal_not_recognised,21
can i create my own pin right away,get_physical_card,39
I deposited a check a few days ago and it's still not gone in! Please help me with this,balance_not_updated_after_cheque_or_cash_deposit,7
"If I'm getting my identity verified, what all do I need?",verify_my_identity,69
I see a $1 charge in a transaction.,extra_charge_on_statement,35
I think my top up was reversed.,top_up_reverted,61
Is it possible to get a refund?,request_refund,52
"My card payment reverted back, I think.",reverted_card_payment?,53
Where do I access the auto top-up function?,automatic_top_up,5
"How do I activate my card, so that I can start using it?",activate_my_card,1
Does it cost extra to send out more than one card?,getting_spare_card,40
How can I go about ordering a virtual card?,getting_virtual_card,41
What is the maximum times I can auto top-up?,automatic_top_up,5
how to get virtual card,getting_virtual_card,41
How do I initiated a bank transfer to top up?,transfer_into_account,65
"When I went to get cash, it was declined!",declined_cash_withdrawal,27
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time. If verification results do fail, double-check to make sure all of your images are clear -- make sure your photos have no glare or blurring. Note: These photos need to be readable as well. You also need to be 18 years of age or older. You must be a resident of Switzerland or the European Economic Area to open a new account.",unable_to_verify_identity,68
Who do I call to cancel a transfer?,cancel_transfer,9
Where in the app do I go to make my new card show up?,card_linking,14
why isnt my cash withdrawal showing,pending_cash_withdrawal,47
Can you tell me how to change my PIN?,change_pin,22
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,66
There has been a red flag on my top up.,top_up_failed,59
What do you use to figure out the exchange rate for the card?,exchange_rate,33
Would you be so kind as to activate my card? Thanks,activate_my_card,1
I want to know about your refund policy.,request_refund,52
Is the ATM broken? I can't get cash from it.,declined_cash_withdrawal,27
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,card_payment_not_recognised,17
How long do you have to wait to see your virtual card your ordered?,getting_virtual_card,41
How do I order my card?,order_physical_card,44
is there a foreign currencies charge?,exchange_charge,32
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",declined_card_payment,26
What is taking so long with my refund?,Refund_not_showing_up,0
I paid with my card and was charged extra,card_payment_fee_charged,16
I was given the wrong amount of cash,wrong_amount_of_cash_received,75
Please cancel the transfer I just made. I put in the wrong account number and can't seem to stop it on the app.,cancel_transfer,9
I want to change my pin number from an ATM. Is this possible?,change_pin,22
My top up hasn't gone through,pending_top_up,48
Is it possible to change from AUD to GBP?,exchange_via_app,34
i tried to withdraw money but was told i didn't have funds,declined_cash_withdrawal,27
What does it cost to receive a SEPA transfer?,top_up_by_bank_transfer_charge,56
I think my card is stolen!,lost_or_stolen_card,42
I'd like to apply for a Visa Card.,visa_or_mastercard,73
Do you let me choose between Visa and Mastercard?,visa_or_mastercard,73
Could you tell me why my top up isn't showing in my wallet?,topping_up_by_card,62
Why is my withdrawl to cash still pending?,pending_cash_withdrawal,47
can i get a card if i live in the US?,country_support,25
You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,18
How long will it take for my payment to go through?,pending_card_payment,46
How long will it take my card to get here?,card_delivery_estimate,13
Why has my card payment not yet been applied to my account?,pending_card_payment,46
"I checked my statement and saw a charge of one pound, where is this charge coming from?",extra_charge_on_statement,35
How many cards can I have?,getting_spare_card,40
What businesses accept my card?,card_acceptance,11
My money is all gone. What ways are okay to add money to my account?,transfer_into_account,65
Do you think you're asking for too much information about me?,why_verify_identity,74
My card failed to work when I was shopping in a store,declined_card_payment,26
Can I top-up my card using a bank transfer.,transfer_into_account,65
"I already made a transfer and want to cancel it, how do I do that?",cancel_transfer,9
I would like a card please.,order_physical_card,44
When can I expect the transfer to be complete?,transfer_timing,67
Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up,48
I want to get a Visa card,visa_or_mastercard,73
My card doesn't seem to work anymore,card_not_working,15
How can a payment be declined,declined_card_payment,26
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,card_payment_not_recognised,17
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,card_payment_wrong_exchange_rate,18
Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working,72
How do I go forth on holding money in multiple currencies?,fiat_currency_support,37
"Top up my card please, which y'all support?",supported_cards_and_currencies,54
"Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem?",beneficiary_not_allowed,8
Are all fiat currencies supported?,fiat_currency_support,37
What is needed for my daughter to open an account?,age_limit,2
I need more physical cards.,getting_spare_card,40
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,direct_debit_payment_not_recognised,29
Can I verify my identity?,verify_my_identity,69
I want to reverse a transaction I did this morning,cancel_transfer,9
How much is the exchange fee?,exchange_charge,32
where can I see who sent me funds,verify_source_of_funds,70
I do not have my pin yet,get_physical_card,39
I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before. What exactly are the fees?,cash_withdrawal_charge,20
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged,16
"After I deposited my cash, I still don't see it in my account.",balance_not_updated_after_cheque_or_cash_deposit,7
What do I need to do to verify my funds?,verify_source_of_funds,70
Do you work in Greece?,country_support,25
how can i exchange currencies,exchange_via_app,34
Where do I order a card?,order_physical_card,44
How long does it take for pending transfer transactions to post?,pending_transfer,49
Why hasn't my payment gone through yet?,pending_card_payment,46
I have a direct debit that I did not set up,direct_debit_payment_not_recognised,29
"I just pulled money out of the ATM and was charged a fee, WHy?",cash_withdrawal_charge,20
what are the reasons I have to proof my identity to you?,why_verify_identity,74
I can't recall my password.,passcode_forgotten,45
I needed cash from the ATM but I couldn't get it.,declined_cash_withdrawal,27
"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",declined_card_payment,26
"I was doing a transfer and received a ""decline"" message.",declined_transfer,28
I don't know why my card payment did not work,declined_card_payment,26
Which merchants accept this card?,card_acceptance,11
Why did the cash deposit not show up in my account?,balance_not_updated_after_cheque_or_cash_deposit,7
What is the procedure to transfer money to my account?,transfer_into_account,65
This disposable virtual card is not working.,virtual_card_not_working,72
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,card_delivery_estimate,13
My card didn't go through. It doesn't make sense. You told me that everything was ok.,declined_card_payment,26
Why won't my transfer go through?,failed_transfer,36
I can't find my PIN anywhere.,get_physical_card,39
Please send a new card; the ATM ate mine.,card_swallowed,19
I think my passcode was changed,passcode_forgotten,45
Where is my top-up verification code?,verify_top_up,71
Why am I unable to withdraw money even though in the past I've done it just fine?,declined_cash_withdrawal,27
My money transfer hasn't appeared yet.,pending_transfer,49
I am not satisfied with your company and wish to delete all accounts immediately.,terminate_account,55
Do I have a card PIN?,get_physical_card,39
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate,18
What do I do if I lost my phone?,lost_or_stolen_phone,43
Why am I being a charged for using my card?,card_payment_fee_charged,16
I did a transfer earlier but see that it failed to go through.,failed_transfer,36
There is a cash withdrawal on my statement that I don't recognize,cash_withdrawal_not_recognised,21
Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,pending_top_up,48
I seem to be unable to make any transactions.,card_not_working,15
How do I change my details?,edit_personal_details,31
The ATM didn't give me the amount I asked for,wrong_amount_of_cash_received,75
With my credit card i would like to transfer money.,topping_up_by_card,62
Please tell me how I can receive a physical card,order_physical_card,44
What are the sources for the funds in my account?,verify_source_of_funds,70
How can I exchange GBP for AUD?,exchange_via_app,34
How much would an extra card cost?,getting_spare_card,40
What should I do if my smart phone is lost or stolen?,lost_or_stolen_phone,43
I need to activate my card.,activate_my_card,1
"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue. interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?",beneficiary_not_allowed,8
I only got some of the cash I requested from the ATM,wrong_amount_of_cash_received,75
How much is the charge to top up via credit card?,top_up_by_card_charge,57
"My card's expiration is approaching, how do I replace it.",card_about_to_expire,10
Can you tell me where my funds come from?,verify_source_of_funds,70
Why hasn't my money transfer showed up yet?,balance_not_updated_after_bank_transfer,6
Can I order a new card by phone?,card_about_to_expire,10
Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge,56
When going to the ATM to take out some cash today my withdrawal was declined. I need to fix this problem as soon as possible. whats going on?,declined_cash_withdrawal,27
The exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate,18
I need my refund,Refund_not_showing_up,0
I am worried about fees for top up cards?,top_up_by_card_charge,57
how do I get a disposable virtual card?,get_disposable_virtual_card,38
"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",card_about_to_expire,10
I am still waiting for verification. Can I use my account before I am verified?,why_verify_identity,74
My balance is not right. It has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit,7
I want to use my account before identity verification,why_verify_identity,74
Canceling my order is what I need to do right now.,request_refund,52
What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit,7
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,direct_debit_payment_not_recognised,29
Can you tell me about these disposable virtual cards?,get_disposable_virtual_card,38
I wasn't allowed to transfer to my account,beneficiary_not_allowed,8
Why did you charge me a fee when I made a transfer?,transfer_fee_charged,64
How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient,66
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",wrong_exchange_rate_for_cash_withdrawal,76
How do I go about ordering a new bank card?,card_about_to_expire,10
My card is missing! Help!,lost_or_stolen_card,42
"I see I was charged extra when I used the card. I am not sure why, please tell me why.",card_payment_fee_charged,16
How do I go about exchanging currencies with this app?,exchange_via_app,34
